Province,Region,alternative_name,Transportation_Type,Date,Value
Quebec,Montreal,Montr̩al,walking,2020-03-18,56.27
British Columbia,Vancouver,,driving,2020-04-09,56.21
New Brunswick,New Brunswick,,driving,2020-03-24,56.13
Alberta,Alberta,,driving,2020-04-07,56.11
Saskatchewan,Saskatchewan,,driving,2020-04-04,56.04
Prince Edward Island,Prince Edward Island,,driving,2020-03-23,55.92
Prince Edward Island,Prince Edward Island,,driving,2020-01-19,55.9
Alberta,Alberta,,driving,2020-04-13,55.87
Alberta,Calgary,,transit,2020-03-14,55.83
Quebec,Montreal,Montr̩al,driving,2020-03-15,55.79
Alberta,Alberta,,driving,2020-04-10,55.69
Prince Edward Island,Prince Edward Island,,driving,2020-04-05,55.53
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-26,55.33
British Columbia,British Columbia,,driving,2020-04-11,55.28
British Columbia,Vancouver,,driving,2020-04-16,55.23
Ontario,Ottawa,,walking,2020-04-06,55.22
Alberta,Calgary,,driving,2020-03-18,55.21
Ontario,Ottawa,,walking,2020-03-18,55.21
British Columbia,Vancouver,,driving,2020-04-15,55.15
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-14,55.12
British Columbia,British Columbia,,driving,2020-04-07,54.99
British Columbia,Vancouver,,walking,2020-04-15,54.98
New Brunswick,New Brunswick,,driving,2020-04-13,54.85
Ontario,Toronto,,driving,2020-03-18,54.83
Alberta,Alberta,,driving,2020-04-06,54.79
Prince Edward Island,Prince Edward Island,,driving,2020-03-22,54.77
Alberta,Alberta,,driving,2020-04-02,54.72
Nova Scotia,Nova Scotia,,driving,2020-03-27,54.72
Quebec,Montreal,Montr̩al,driving,2020-03-18,54.53
Alberta,Alberta,,driving,2020-04-01,54.5
Alberta,Alberta,,driving,2020-03-24,54.45
British Columbia,Vancouver,,walking,2020-04-09,54.31
Alberta,Calgary,,driving,2020-03-27,54.27
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-04,54.24
Alberta,Edmonton,,driving,2020-03-26,54.07
Ontario,Ottawa,,driving,2020-03-17,54.02
Alberta,Edmonton,,driving,2020-04-10,53.84
Alberta,Alberta,,driving,2020-04-11,53.84
British Columbia,British Columbia,,driving,2020-03-27,53.7
Prince Edward Island,Prince Edward Island,,driving,2020-03-27,53.7
Alberta,Calgary,,driving,2020-03-19,53.61
Alberta,Calgary,,driving,2020-03-15,53.52
Prince Edward Island,Prince Edward Island,,driving,2020-04-12,53.52
British Columbia,British Columbia,,driving,2020-04-06,53.49
Nova Scotia,Nova Scotia,,driving,2020-04-07,53.47
British Columbia,Vancouver,,transit,2020-03-16,53.46
Alberta,Edmonton,,driving,2020-04-07,53.32
Quebec,Montreal,Montr̩al,driving,2020-03-19,53.16
Prince Edward Island,Prince Edward Island,,driving,2020-04-06,53.13
Alberta,Calgary,,walking,2020-03-30,53.1
Alberta,Calgary,,driving,2020-04-15,53.05
Prince Edward Island,Prince Edward Island,,driving,2020-03-30,53.03
Alberta,Alberta,,driving,2020-03-30,52.98
Quebec,Montreal,Montr̩al,walking,2020-03-17,52.96
Ontario,Ottawa,,driving,2020-03-18,52.93
Alberta,Edmonton,,driving,2020-03-25,52.9
Alberta,Edmonton,,driving,2020-04-01,52.83
British Columbia,British Columbia,,driving,2020-03-25,52.81
Alberta,Edmonton,,driving,2020-04-11,52.79
British Columbia,British Columbia,,driving,2020-04-01,52.78
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-07,52.78
Ontario,Toronto,,driving,2020-03-19,52.76
Nova Scotia,Nova Scotia,,driving,2020-04-06,52.73
Nova Scotia,Nova Scotia,,driving,2020-03-23,52.68
Ontario,Ottawa,,walking,2020-03-19,52.65
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-02,52.65
Ontario,Ottawa,,driving,2020-03-20,52.62
British Columbia,British Columbia,,driving,2020-04-13,52.57
Ontario,Toronto,,driving,2020-03-20,52.49
Alberta,Edmonton,,driving,2020-03-23,52.46
Alberta,Alberta,,driving,2020-04-04,52.45
Prince Edward Island,Prince Edward Island,,driving,2020-04-01,52.41
Alberta,Edmonton,,driving,2020-04-06,52.35
Ontario,Ottawa,,walking,2020-03-27,52.32
British Columbia,British Columbia,,driving,2020-03-31,52.31
Alberta,Edmonton,,walking,2020-03-22,52.26
Ontario,Toronto,,walking,2020-03-17,52.24
Ontario,Ottawa,,walking,2020-04-04,52.19
Nova Scotia,Nova Scotia,,driving,2020-04-11,52.18
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-06,52.1
Saskatchewan,Saskatchewan,,driving,2020-03-22,52.08
Alberta,Edmonton,,driving,2020-03-24,51.91
Nova Scotia,Nova Scotia,,driving,2020-03-30,51.89
Alberta,Edmonton,,driving,2020-04-13,51.87
Ontario,Ontario,,driving,2020-04-09,51.87
British Columbia,Vancouver,,driving,2020-04-14,51.71
British Columbia,Vancouver,,walking,2020-04-08,51.68
Quebec,Montreal,Montr̩al,walking,2020-03-19,51.65
Alberta,Calgary,,driving,2020-04-03,51.63
British Columbia,Vancouver,,walking,2020-04-11,51.57
Quebec,Montreal,Montr̩al,driving,2020-03-20,51.55
Alberta,Edmonton,,driving,2020-03-21,51.51
Ontario,Ottawa,,walking,2020-03-17,51.5
Nova Scotia,Nova Scotia,,driving,2020-04-04,51.5
Quebec,Montreal,Montr̩al,transit,2020-03-15,51.46
Alberta,Alberta,,driving,2020-03-31,51.44
Alberta,Calgary,,driving,2020-04-14,51.25
Ontario,Ottawa,,driving,2020-03-19,51.23
Alberta,Edmonton,,driving,2020-03-30,51.2
British Columbia,British Columbia,,driving,2020-04-02,51.1
British Columbia,Vancouver,,walking,2020-04-14,51.08
Alberta,Edmonton,,driving,2020-04-02,51.03
Saskatchewan,Saskatchewan,,driving,2020-03-29,50.98
Alberta,Calgary,,driving,2020-04-08,50.93
Nova Scotia,Nova Scotia,,driving,2020-03-22,50.9
Alberta,Alberta,,driving,2020-03-28,50.84
British Columbia,British Columbia,,driving,2020-03-23,50.69
British Columbia,Vancouver,,driving,2020-04-03,50.64
British Columbia,Vancouver,,driving,2020-04-08,50.6
Alberta,Calgary,,walking,2020-04-12,50.48
Ontario,Ontario,,driving,2020-04-16,50.37
British Columbia,British Columbia,,driving,2020-04-04,50.36
Manitoba,Manitoba,,driving,2020-04-02,50.35
Ontario,Ontario,,driving,2020-03-21,50.33
Ontario,Ottawa,,walking,2020-03-22,50.31
Ontario,Ottawa,,walking,2020-04-07,50.31
British Columbia,Vancouver,,driving,2020-03-21,50.31
British Columbia,Vancouver,,walking,2020-04-10,50.27
Prince Edward Island,Prince Edward Island,,driving,2020-03-31,50.22
Manitoba,Manitoba,,driving,2020-03-29,50.13
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-19,50.05
Nova Scotia,Nova Scotia,,driving,2020-03-31,50.05
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-05,50.02
Nova Scotia,Nova Scotia,,driving,2020-04-01,50
Ontario,Ontario,,driving,2020-04-15,49.74
British Columbia,British Columbia,,driving,2020-03-24,49.7
Quebec,Montreal,Montr̩al,transit,2020-03-16,49.52
British Columbia,Vancouver,,walking,2020-04-13,49.47
Ontario,Ontario,,driving,2020-03-27,49.41
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-28,49.4
Ontario,Ottawa,,walking,2020-03-20,49.35
Alberta,Calgary,,walking,2020-04-05,49.31
Alberta,Edmonton,,walking,2020-03-29,49.16
Ontario,Ontario,,driving,2020-04-03,49.13
Ontario,Ottawa,,walking,2020-04-02,48.95
Nova Scotia,Nova Scotia,,driving,2020-04-13,48.95
Alberta,Calgary,,transit,2020-03-16,48.87
British Columbia,British Columbia,,driving,2020-03-26,48.75
Alberta,Edmonton,,driving,2020-03-31,48.69
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-22,48.69
Ontario,Ontario,,driving,2020-04-14,48.67
British Columbia,Vancouver,,walking,2020-04-07,48.61
Manitoba,Manitoba,,driving,2020-03-22,48.57
British Columbia,British Columbia,,driving,2020-03-30,48.56
Alberta,Calgary,,driving,2020-03-23,48.55
Ontario,Toronto,,transit,2020-03-15,48.41
Ontario,Ottawa,,walking,2020-04-01,48.35
Nova Scotia,Nova Scotia,,driving,2020-04-02,48.2
Saskatchewan,Saskatchewan,,driving,2020-04-05,48.2
British Columbia,Vancouver,,walking,2020-04-06,48.19
New Brunswick,New Brunswick,,driving,2020-04-12,48.16
British Columbia,Vancouver,,driving,2020-04-10,48.02
Alberta,Edmonton,,driving,2020-04-04,47.95
British Columbia,Vancouver,,driving,2020-04-07,47.94
Alberta,Calgary,,driving,2020-03-21,47.86
British Columbia,Vancouver,,driving,2020-04-11,47.55
Quebec,Quebec,Qu̩bec,driving,2020-03-23,47.53
Alberta,Calgary,,driving,2020-03-26,47.52
Ontario,Ottawa,,walking,2020-03-31,47.49
Ontario,Ontario,,driving,2020-04-08,47.46
Prince Edward Island,Prince Edward Island,,driving,2020-04-10,47.45
Alberta,Calgary,,driving,2020-04-13,47.4
Alberta,Calgary,,driving,2020-04-06,47.34
Ontario,Toronto,,walking,2020-03-19,47.32
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-10,47.19
British Columbia,Vancouver,,driving,2020-04-06,47.09
Ontario,Toronto,,walking,2020-03-18,47.08
Ontario,Toronto,,transit,2020-03-16,47.04
Alberta,Alberta,,driving,2020-03-22,47.04
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-24,47
British Columbia,Vancouver,,walking,2020-03-25,46.99
Alberta,Edmonton,,walking,2020-04-12,46.94
Alberta,Calgary,,driving,2020-03-25,46.83
Alberta,Calgary,,driving,2020-04-10,46.72
British Columbia,Vancouver,,driving,2020-03-27,46.72
Alberta,Calgary,,driving,2020-04-07,46.7
Ontario,Ontario,,driving,2020-03-24,46.66
Quebec,Montreal,Montr̩al,walking,2020-03-27,46.55
Nova Scotia,Nova Scotia,,driving,2020-03-29,46.52
Quebec,Montreal,Montr̩al,walking,2020-03-20,46.5
British Columbia,Vancouver,,walking,2020-04-03,46.34
British Columbia,Vancouver,,driving,2020-04-01,46.31
Ontario,Ontario,,driving,2020-04-02,46.29
Alberta,Calgary,,transit,2020-03-15,46.26
Ontario,Ottawa,,walking,2020-03-24,46.25
Ontario,Ontario,,driving,2020-04-01,46.25
Ontario,Ottawa,,walking,2020-04-14,46.24
Quebec,Montreal,Montr̩al,walking,2020-04-04,46.23
British Columbia,Vancouver,,driving,2020-03-31,46.19
Alberta,Calgary,,driving,2020-04-02,46.14
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-12,46.14
Alberta,Edmonton,,transit,2020-03-15,46.09
British Columbia,Vancouver,,driving,2020-03-25,45.92
Alberta,Edmonton,,driving,2020-03-28,45.84
Prince Edward Island,Prince Edward Island,,driving,2020-03-24,45.81
Alberta,Calgary,,driving,2020-04-01,45.8
Ontario,Ottawa,,driving,2020-04-09,45.73
New Brunswick,New Brunswick,,driving,2020-04-10,45.66
Ontario,Toronto,,walking,2020-03-20,45.59
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-27,45.59
Ontario,Ottawa,,driving,2020-04-16,45.58
Ontario,Ontario,,driving,2020-04-11,45.44
Alberta,Calgary,,driving,2020-04-04,45.39
Manitoba,Manitoba,,driving,2020-04-05,45.36
Alberta,Calgary,,driving,2020-04-11,45.34
Quebec,Quebec,Qu̩bec,driving,2020-04-16,45.34
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-31,45.21
British Columbia,Vancouver,,driving,2020-04-13,45.2
Alberta,Edmonton,,transit,2020-03-18,45.16
British Columbia,British Columbia,,driving,2020-03-28,45.15
Ontario,Toronto,,driving,2020-04-09,45.08
British Columbia,Vancouver,,walking,2020-03-31,45.06
Ontario,Ottawa,,walking,2020-04-11,45
Ontario,Ottawa,,walking,2020-03-30,44.94
Quebec,Quebec,Qu̩bec,driving,2020-03-21,44.91
Quebec,Quebec,Qu̩bec,driving,2020-03-24,44.91
Ontario,Ottawa,,driving,2020-04-15,44.88
Alberta,Calgary,,driving,2020-03-24,44.86
Alberta,Edmonton,,walking,2020-04-05,44.75
Ontario,Ontario,,driving,2020-03-31,44.74
Manitoba,Manitoba,,driving,2020-04-12,44.73
Ontario,Ottawa,,driving,2020-03-27,44.67
Ontario,Ontario,,driving,2020-03-23,44.65
British Columbia,Vancouver,,driving,2020-04-02,44.62
Nova Scotia,Nova Scotia,,driving,2020-04-05,44.59
Alberta,Calgary,,driving,2020-03-31,44.48
Ontario,Ontario,,driving,2020-04-07,44.45
British Columbia,British Columbia,,driving,2020-04-12,44.37
British Columbia,British Columbia,,driving,2020-04-05,44.18
Ontario,Ottawa,,driving,2020-04-14,44.06
British Columbia,Vancouver,,driving,2020-03-23,44.05
British Columbia,Vancouver,,walking,2020-04-01,44.05
Ontario,Ontario,,driving,2020-04-06,43.97
Ontario,Ontario,,driving,2020-03-25,43.94
Ontario,Toronto,,driving,2020-04-16,43.91
British Columbia,Vancouver,,walking,2020-03-24,43.91
Saskatchewan,Saskatchewan,,driving,2020-04-12,43.88
Ontario,Ottawa,,walking,2020-03-21,43.87
Nova Scotia,Nova Scotia,,driving,2020-03-26,43.83
Ontario,Ottawa,,transit,2020-03-15,43.8
Ontario,Ottawa,,driving,2020-03-21,43.68
Ontario,Ontario,,driving,2020-03-26,43.64
Ontario,Ottawa,,driving,2020-04-03,43.6
Ontario,Ottawa,,walking,2020-03-25,43.59
British Columbia,Vancouver,,driving,2020-04-04,43.59
Quebec,Montreal,Montr̩al,walking,2020-04-07,43.46
Quebec,Quebec,Qu̩bec,driving,2020-04-15,43.46
Ontario,Ottawa,,walking,2020-04-03,43.45
Ontario,Ottawa,,walking,2020-04-08,43.44
Quebec,Quebec,Qu̩bec,driving,2020-03-27,43.44
Ontario,Toronto,,driving,2020-04-15,43.43
Alberta,Alberta,,driving,2020-03-29,43.41
Ontario,Toronto,,driving,2020-03-21,43.4
Alberta,Calgary,,driving,2020-03-30,43.26
Ontario,Ottawa,,walking,2020-03-28,43.26
British Columbia,Vancouver,,driving,2020-03-24,43.16
Quebec,Montreal,Montr̩al,driving,2020-03-23,43.14
British Columbia,British Columbia,,driving,2020-03-29,43.14
British Columbia,British Columbia,,driving,2020-03-22,43.11
British Columbia,Vancouver,,walking,2020-04-12,43.02
Ontario,Toronto,,driving,2020-03-27,42.98
British Columbia,Vancouver,,driving,2020-03-30,42.91
Quebec,Montreal,Montr̩al,walking,2020-03-21,42.9
Ontario,Toronto,,driving,2020-04-03,42.83
Quebec,Montreal,Montr̩al,walking,2020-03-31,42.76
Nova Scotia,Nova Scotia,,driving,2020-04-10,42.75
British Columbia,Vancouver,,walking,2020-03-23,42.74
British Columbia,Vancouver,,transit,2020-03-17,42.71
Ontario,Ottawa,,driving,2020-03-31,42.64
Alberta,Calgary,,driving,2020-03-28,42.59
British Columbia,Vancouver,,walking,2020-04-04,42.52
British Columbia,Vancouver,,driving,2020-03-26,42.29
Ontario,Ontario,,driving,2020-03-30,42.25
Ontario,Toronto,,driving,2020-04-14,42.21
Ontario,Ottawa,,driving,2020-04-11,41.97
Ontario,Ottawa,,driving,2020-04-08,41.96
Ontario,Ottawa,,walking,2020-04-15,41.89
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-18,41.86
Ontario,Toronto,,driving,2020-03-24,41.8
Ontario,Ottawa,,driving,2020-03-24,41.76
Ontario,Ottawa,,walking,2020-04-16,41.74
Ontario,Ontario,,driving,2020-04-04,41.73
Ontario,Ottawa,,walking,2020-03-26,41.61
Ontario,Toronto,,walking,2020-03-27,41.56
Ontario,Ottawa,,driving,2020-04-01,41.5
British Columbia,Vancouver,,walking,2020-04-02,41.46
Quebec,Quebec,Qu̩bec,driving,2020-04-14,41.41
Quebec,Montreal,Montr̩al,walking,2020-03-24,41.39
Ontario,Toronto,,walking,2020-03-21,41.38
Quebec,Montreal,Montr̩al,walking,2020-04-06,41.32
Ontario,Toronto,,walking,2020-04-01,41.29
Ontario,Toronto,,driving,2020-04-08,41.18
Ontario,Toronto,,walking,2020-04-02,40.97
Ontario,Ontario,,driving,2020-04-13,40.88
Quebec,Montreal,Montr̩al,walking,2020-03-25,40.86
Ontario,Ottawa,,driving,2020-04-02,40.84
Ontario,Ottawa,,driving,2020-03-23,40.77
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-30,40.7
Ontario,Ottawa,,driving,2020-04-07,40.69
British Columbia,Vancouver,,walking,2020-03-29,40.69
Alberta,Alberta,,driving,2020-04-05,40.68
Ontario,Ottawa,,transit,2020-03-16,40.67
Alberta,Calgary,,transit,2020-03-17,40.63
British Columbia,Vancouver,,walking,2020-03-27,40.52
Ontario,Toronto,,walking,2020-04-08,40.45
Ontario,Toronto,,driving,2020-04-01,40.44
Ontario,Toronto,,driving,2020-04-02,40.35
Quebec,Quebec,Qu̩bec,driving,2020-04-03,40.29
Quebec,Montreal,Montr̩al,driving,2020-03-24,40.26
Ontario,Ottawa,,driving,2020-04-06,40.23
Ontario,Toronto,,driving,2020-03-23,40.23
Alberta,Alberta,,driving,2020-04-12,40.21
Quebec,Montreal,Montr̩al,walking,2020-04-08,39.9
Quebec,Montreal,Montr̩al,walking,2020-04-16,39.81
Ontario,Ottawa,,walking,2020-04-12,39.8
Nova Scotia,Nova Scotia,,driving,2020-03-24,39.61
Quebec,Quebec,Qu̩bec,driving,2020-04-09,39.6
British Columbia,Vancouver,,walking,2020-03-22,39.58
British Columbia,Vancouver,,walking,2020-03-30,39.58
Ontario,Ontario,,driving,2020-03-22,39.56
Quebec,Quebec,Qu̩bec,driving,2020-04-10,39.56
Quebec,Montreal,Montr̩al,driving,2020-03-21,39.43
Ontario,Ottawa,,walking,2020-04-09,39.35
Quebec,Quebec,Qu̩bec,driving,2020-03-31,39.29
Alberta,Edmonton,,driving,2020-03-22,39.22
Quebec,Montreal,Montr̩al,walking,2020-04-14,39.22
Quebec,Quebec,Qu̩bec,driving,2020-04-08,39.19
British Columbia,Vancouver,,walking,2020-04-05,39.18
Ontario,Ontario,,driving,2020-03-28,39.14
Ontario,Ottawa,,walking,2020-03-23,39.12
Ontario,Toronto,,walking,2020-04-06,39.02
Quebec,Montreal,Montr̩al,transit,2020-03-17,39
Ontario,Toronto,,driving,2020-04-07,38.99
Quebec,Montreal,Montr̩al,walking,2020-04-15,38.85
Quebec,Montreal,Montr̩al,driving,2020-04-16,38.83
Ontario,Toronto,,driving,2020-03-31,38.83
Quebec,Quebec,Qu̩bec,driving,2020-03-26,38.82
Quebec,Montreal,Montr̩al,walking,2020-03-28,38.79
Quebec,Quebec,Qu̩bec,driving,2020-03-25,38.75
Ontario,Toronto,,driving,2020-03-25,38.72
Ontario,Ottawa,,driving,2020-03-30,38.7
Quebec,Quebec,Qu̩bec,driving,2020-04-01,38.67
Ontario,Toronto,,driving,2020-04-06,38.66
Ontario,Ontario,,driving,2020-04-10,38.62
Ontario,Ottawa,,driving,2020-03-25,38.61
Ontario,Toronto,,driving,2020-04-11,38.54
British Columbia,Vancouver,,driving,2020-04-12,38.48
Quebec,Quebec,Qu̩bec,driving,2020-04-07,38.33
Ontario,Ottawa,,driving,2020-03-26,38.29
British Columbia,Vancouver,,driving,2020-03-28,38.28
Ontario,Toronto,,driving,2020-03-26,38.27
Quebec,Montreal,Montr̩al,walking,2020-04-03,38.2
British Columbia,Vancouver,,driving,2020-04-05,38.19
Quebec,Montreal,Montr̩al,walking,2020-03-23,38.09
Alberta,Calgary,,driving,2020-03-22,38.06
British Columbia,Vancouver,,walking,2020-03-26,37.93
Ontario,Ottawa,,driving,2020-04-04,37.76
Quebec,Montreal,Montr̩al,driving,2020-04-15,37.74
Quebec,Montreal,Montr̩al,driving,2020-03-27,37.73
Quebec,Quebec,Qu̩bec,driving,2020-04-06,37.72
Ontario,Toronto,,walking,2020-03-24,37.65
Ontario,Toronto,,walking,2020-03-25,37.51
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-29,37.39
Quebec,Montreal,Montr̩al,walking,2020-04-11,37.34
Ontario,Toronto,,walking,2020-04-03,37.27
Quebec,Montreal,Montr̩al,walking,2020-03-22,37.2
Quebec,Montreal,Montr̩al,walking,2020-03-26,37.19
Ontario,Toronto,,driving,2020-03-30,37.13
Quebec,Montreal,Montr̩al,walking,2020-04-01,37.11
Ontario,Toronto,,transit,2020-03-17,37.11
Quebec,Montreal,Montr̩al,walking,2020-04-12,37.06
Alberta,Edmonton,,driving,2020-04-05,37.05
Ontario,Toronto,,walking,2020-04-09,37.03
British Columbia,Vancouver,,transit,2020-03-18,36.94
Alberta,Edmonton,,transit,2020-03-20,36.89
Quebec,Quebec,Qu̩bec,driving,2020-03-22,36.88
Ontario,Ottawa,,driving,2020-04-13,36.87
Alberta,Edmonton,,driving,2020-03-29,36.84
Alberta,Edmonton,,driving,2020-04-12,36.8
Ontario,Ottawa,,walking,2020-04-10,36.76
Quebec,Montreal,Montr̩al,transit,2020-03-18,36.73
Quebec,Quebec,Qu̩bec,driving,2020-04-02,36.71
Nova Scotia,Nova Scotia,,driving,2020-04-12,36.67
Ontario,Ottawa,,driving,2020-03-22,36.59
Ontario,Toronto,,walking,2020-03-26,36.59
Alberta,Calgary,,driving,2020-03-29,36.5
British Columbia,Vancouver,,driving,2020-03-29,36.44
Quebec,Quebec,Qu̩bec,driving,2020-04-11,36.41
Ontario,Ottawa,,walking,2020-04-05,36.39
Ontario,Ottawa,,driving,2020-03-28,36.14
Ontario,Toronto,,walking,2020-04-04,36.09
Ontario,Toronto,,walking,2020-04-14,36.03
Alberta,Edmonton,,transit,2020-03-19,35.93
Ontario,Ottawa,,driving,2020-04-10,35.87
Ontario,Toronto,,driving,2020-04-13,35.85
Quebec,Montreal,Montr̩al,driving,2020-04-14,35.78
Quebec,Quebec,Qu̩bec,driving,2020-03-28,35.78
Alberta,Calgary,,transit,2020-03-18,35.71
Quebec,Montreal,Montr̩al,walking,2020-04-10,35.65
Ontario,Toronto,,walking,2020-04-07,35.57
Ontario,Toronto,,driving,2020-04-04,35.54
British Columbia,Vancouver,,driving,2020-03-22,35.53
Quebec,Quebec,Qu̩bec,driving,2020-03-30,35.42
Ontario,Toronto,,walking,2020-04-11,35.27
Alberta,Calgary,,driving,2020-04-12,35.26
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-25,35.19
Quebec,Quebec,Qu̩bec,driving,2020-04-04,34.74
Ontario,Toronto,,walking,2020-04-15,34.69
Quebec,Montreal,Montr̩al,driving,2020-04-03,34.51
Quebec,Montreal,Montr̩al,driving,2020-03-31,34.41
Ontario,Toronto,,walking,2020-04-05,34.4
Quebec,Montreal,Montr̩al,driving,2020-03-25,34.22
Alberta,Calgary,,driving,2020-04-05,34.11
Ontario,Toronto,,walking,2020-03-31,34.07
Ontario,Toronto,,walking,2020-04-16,33.88
Quebec,Montreal,Montr̩al,driving,2020-04-01,33.81
Ontario,Toronto,,walking,2020-03-22,33.73
Ontario,Ontario,,driving,2020-04-05,33.69
Quebec,Montreal,Montr̩al,driving,2020-04-09,33.68
Quebec,Montreal,Montr̩al,driving,2020-03-26,33.66
Ontario,Ontario,,driving,2020-03-29,33.63
British Columbia,Vancouver,,walking,2020-03-28,33.47
Quebec,Montreal,Montr̩al,driving,2020-04-08,33.43
Quebec,Montreal,Montr̩al,walking,2020-04-02,33.4
Quebec,Montreal,Montr̩al,walking,2020-04-09,33.38
Ontario,Ottawa,,walking,2020-04-13,33.33
Ontario,Toronto,,driving,2020-03-22,33.22
Quebec,Montreal,Montr̩al,driving,2020-04-10,33.19
Ontario,Toronto,,driving,2020-03-28,33.08
Ontario,Toronto,,transit,2020-03-18,33.01
Quebec,Montreal,Montr̩al,driving,2020-04-07,32.93
Alberta,Calgary,,transit,2020-03-20,32.91
Ontario,Toronto,,walking,2020-03-23,32.85
Quebec,Montreal,Montr̩al,driving,2020-04-06,32.82
Ontario,Toronto,,walking,2020-03-29,32.76
Ontario,Toronto,,driving,2020-04-10,32.74
Ontario,Toronto,,walking,2020-03-30,32.4
Alberta,Calgary,,transit,2020-03-19,32.34
Quebec,Montreal,Montr̩al,transit,2020-03-19,32.21
British Columbia,Vancouver,,transit,2020-03-19,32.15
Quebec,Quebec,Qu̩bec,driving,2020-04-13,32.04
Quebec,Montreal,Montr̩al,driving,2020-04-02,32
Quebec,Montreal,Montr̩al,driving,2020-03-22,31.66
Ontario,Ottawa,,transit,2020-03-17,31.26
British Columbia,Vancouver,,transit,2020-03-20,31.19
Quebec,Montreal,Montr̩al,driving,2020-03-30,31.15
Quebec,Montreal,Montr̩al,driving,2020-04-11,31.06
Ontario,Ontario,,driving,2020-04-12,31.05
Quebec,Montreal,Montr̩al,transit,2020-03-20,30.84
Quebec,Montreal,Montr̩al,driving,2020-04-04,30.56
Ontario,Toronto,,walking,2020-04-10,30.42
Ontario,Toronto,,transit,2020-03-19,30.24
Quebec,Montreal,Montr̩al,driving,2020-03-28,30.04
Ontario,Toronto,,walking,2020-03-28,29.89
Ontario,Ottawa,,driving,2020-04-05,29.73
Quebec,Montreal,Montr̩al,walking,2020-04-05,29.71
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-17,29.39
Ontario,Toronto,,walking,2020-04-12,29.38
Ontario,Toronto,,driving,2020-04-05,29.32
Quebec,Quebec,Qu̩bec,driving,2020-04-12,29.29
Quebec,Montreal,Montr̩al,walking,2020-03-30,29.25
Ontario,Toronto,,driving,2020-03-29,29.21
Ontario,Ottawa,,driving,2020-04-12,29.11
Ontario,Toronto,,walking,2020-04-13,28.95
Ontario,Toronto,,transit,2020-03-20,28.79
Alberta,Edmonton,,transit,2020-03-23,28.67
Quebec,Montreal,Montr̩al,walking,2020-04-13,27.8
British Columbia,Vancouver,,transit,2020-03-21,27.75
Quebec,Montreal,Montr̩al,driving,2020-04-13,27.66
Ontario,Ottawa,,transit,2020-03-18,27.52
Quebec,Montreal,Montr̩al,transit,2020-03-21,27.16
Ontario,Ottawa,,driving,2020-03-29,27.13
Quebec,Quebec,Qu̩bec,driving,2020-03-29,27.09
Ontario,Toronto,,driving,2020-04-12,26.97
Alberta,Edmonton,,transit,2020-03-21,26.67
Alberta,Calgary,,transit,2020-03-21,26.55
Quebec,Quebec,Qu̩bec,driving,2020-04-05,26.39
Alberta,Calgary,,transit,2020-03-23,26.34
Ontario,Ottawa,,walking,2020-03-29,26.05
Alberta,Edmonton,,transit,2020-03-27,25.75
Ontario,Toronto,,transit,2020-03-21,25.4
Ontario,Ottawa,,transit,2020-03-19,25.29
Alberta,Calgary,,transit,2020-03-25,25.01
Alberta,Edmonton,,transit,2020-03-26,24.95
Quebec,Montreal,Montr̩al,driving,2020-04-12,24.92
Alberta,Edmonton,,transit,2020-03-24,24.84
Alberta,Edmonton,,transit,2020-03-25,24.82
Alberta,Calgary,,transit,2020-03-22,24.18
Quebec,Montreal,Montr̩al,transit,2020-03-23,24.15
Alberta,Edmonton,,transit,2020-04-01,24.01
Quebec,Montreal,Montr̩al,transit,2020-03-22,23.94
Alberta,Edmonton,,transit,2020-03-22,23.87
Alberta,Calgary,,transit,2020-04-08,23.75
Alberta,Calgary,,transit,2020-03-30,23.66
Alberta,Calgary,,transit,2020-03-27,23.64
Ontario,Toronto,,transit,2020-03-23,23.54
Alberta,Calgary,,transit,2020-03-24,23.38
